station,R_st,R_raw,R_v1,R_v2,PBIAS_R_raw,PBIAS_R_v1,PBIAS_R_v2
Феодосия_33976_calib.csv,11887.016666666665,8175.742875879447,11276.457250374857,33104.295202744266,-31.22123822030382,-5.1363553481331135,178.49119868380998
Фролово_34356_calib.csv,8522.003333333332,4304.459000669993,5576.589678061021,18232.029638390515,-49.490057298694715,-34.56245603368275,113.94065368499642
Хоседа_Хард_23219_calib.csv,43.07666666666667,3121.450220241308,3121.450220241308,6391.267115388743,7146.266858101,7146.266858101,14736.958404523895
Цимлянск_Волгодонск__34646_calib.csv,12717.453333333333,5722.969695524419,8570.268781804363,23477.470164104932,-54.99909026185207,-32.610181007379126,84.60826667685774
Чердынь_23914_calib.csv,12374.553333333333,7520.754242803264,10736.291082366457,23905.778174715124,-39.224034676511444,-13.2389606867982,93.18497832418834
Чертково_34432_calib.csv,12644.19,5599.9456254006445,6404.3469601042125,24285.716690377278,-55.71131384928062,-49.349488103989174,92.07016574709235
Чулпаново_28704_calib.csv,6713.973333333333,4067.2202535769093,4067.2202535769093,11206.41927236061,-39.42156080090315,-39.42156080090315,66.91188236812494
Шаджатмаз_37126_calib.csv,10490.09,8419.555449953872,10337.836734491077,19644.456307258766,-19.738005584757882,-1.4514009461208006,87.26680426248741
Шенкурск_22768_calib.csv,8126.9366666666665,6288.144412167625,6288.144412167625,18172.90893224186,-22.62589620072969,-22.62589620072969,123.61327124375923
Шойна_22271_calib.csv,6904.663333333333,3549.819342220912,3429.0230332754363,10106.907786110434,-48.58808937021435,-50.33757813040216,46.37799553988056
Элиста_34861_calib.csv,7192.68,3633.178377959845,4132.0758237439,9637.307268119957,-49.487835160748915,-42.55165218327661,33.987710674184825
Эльтон_34476_calib.csv,4540.163333333334,2260.5618100785705,3282.316145550176,7889.102678922039,-50.20968092751648,-27.704888468399254,73.76253010549631
Южно_Сухокумск_37075_calib.csv,5770.343333333334,3203.521230337097,4003.749844599542,9379.147358895894,-44.48300481825004,-30.615049862436695,62.540542513574756
Янаул_28419_calib.csv,6278.226666666666,4185.049870495529,4185.049870495529,10898.073810896538,-33.340255255270655,-33.340255255270655,73.58522381420667
Янискоски_22101_calib.csv,6914.516666666667,3590.278698464748,4857.817149779625,10106.785924015809,-48.07621600259241,-29.744660632635817,46.1676413730891
Яранск_27385_calib.csv,9087.263333333332,5630.218743443714,7469.568539198335,18698.991393706958,-38.042746898383626,-17.8017818433969,105.77142653186338
Яшкуль_34866_calib.csv,4185.133333333333,3190.0877683097824,3653.513626011528,8642.17320047107,-23.775719571424666,-12.702575162602677,106.49696227450508
